THE SPECIE,RACE,CONTINENT,SUB-CONTINENT,SUB-REGION,NATIONALITY,ETHNICITY,REGION,STATE,SENATORIAL DISTRICT,FEDERAL CONSTITUENCY,LOCAL GOVERNMENT AREA,STATE CONSTITUENCY,TOWN,TOWN DIVISION,TOWN QUARTERS,CLAN,VILLAGE,HAMLET,KINDRED, UMUNNA ,EXTENDED FAMILY,GREAT GRAND FAMILY,GRAND FAMILY,FAMILY,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Source_Sheet,TOWN QUARTER,OBI AREAS,KINDRED/HAMLET,Unnamed: 20,EXT. FAMILY,Unnamed: 22,Unnamed: 23,CHAIRMAN,SECRETARY,Unnamed: 21,Unnamed: 24,QUARTERS,VILLAGES, UMUNNA (EXT. FAMILY),OKPARA
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNNEBOGBU,UMUAHIBAEKWE,,OBIEJESI,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNNEBOGBU,UMUAHIBAEKWE,,UMUIROBI,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNNEBOGBU,UMUAHIBAEKWE,,UMUBAMJAKA,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNNEBOGBU,UMUAHIBAEKWE,,UMUNKEMJEME,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNNEBOGBU,UMUAHIBAEKWE,,UMUOHANU,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNNEBOGBU,UMUAHIBAEKWE,,OHADASI,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNNEBOGBU,UMUAHIBAEKWE,,ONYEKWELEONWU,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNNEBOGBU,UMUAHIBAEKWE,,UMUALUKWE,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNNEBOGBU,UMUAHIBAEKWE,,UMUNWAKANWA.,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNNEBOGBU,UMUAHIBAEKWE,,UMUNZURUMIKE,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNNEBOGBU,UMUAWALA,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNMELIKE,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUADOBIHI,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUILOBUEGHU,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUABALIKE,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUEZEOGU,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,DIOHA,UMUNMERI,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,UMUDIMOGO,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,UMUNNAMEHI,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,UMUEZE,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,AFAM,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,UMUEJIMOKE,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,UMUDURU,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AMAMU,IHUDIM,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,UZOAKWA,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,UBAHUEKWEM,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,AKWA,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,EZI,OGBORO,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,IHITE,UMUDARA,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,IHITE,UMUDURU,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,IHITE,UMUEZEAWALA,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,IHITE,AMADURU,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,IHIALA,IHITE,UMUEDIKE,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,AZIA,,,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,ORSUMOGHU,,,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,UBULUISIUZOR,,,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,ISSEKE,,,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,LILU,,,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,MBOSI,,,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,JAMES,ARINZE,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,JAMES,CYPRIAN,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,EZEKIEL,CHINEDU,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,EZEKIEL,ANAYO,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,EZEKIEL,CHIBUEZE,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,EZEKIEL,UZOCHUKWU,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,ETHEL,EBUKA,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,ONYEKA,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,TOCHUKWU,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,CHINEMEREM,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,PAULINUS,UGOCHUKWU,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OBI HYACINTH,KELECHUKWU,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OBI,ONYEBUCHI,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OBI,SOMTOCHUKWU,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OHIMIRI,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,JOHN,IFEANYI,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,JOHN,NONSO,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,OLISA,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,ERNEST UCHENDU,NNABUIFE,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,ERNEST UCHENDU,CHUKWUDIKE,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,ERNEST UCHENDU,ONYEDIKACHI,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,CHRISTIAN,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,DONATIUS,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,IZUABUEKE,CHIDERA,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUAPANI,DARA ,UMUONWUSIRIKAM,UMUAGBAGOSIM,NWANGWU,EMECHETA,IHEAGWAZI,OHAJIAKA,EZEANO,IZUABUEKE,CHIMOBI,,,,,ANAMBRA,,,,,,,,,,,,,,,
