THE SPECIE,RACE,CONTINENT,SUB-CONTINENT,SUB-REGION,NATIONALITY,ETHNICITY,REGION,STATE,SENATORIAL DISTRICT,FEDERAL CONSTITUENCY,LOCAL GOVERNMENT AREA,STATE CONSTITUENCY,TOWN,TOWN DIVISION,TOWN QUARTERS,CLAN,VILLAGE,HAMLET,KINDRED, UMUNNA ,EXTENDED FAMILY,GREAT GRAND FAMILY,GRAND FAMILY,FAMILY,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Source_Sheet,TOWN QUARTER,OBI AREAS,KINDRED/HAMLET,Unnamed: 20,EXT. FAMILY,Unnamed: 22,Unnamed: 23,CHAIRMAN,SECRETARY,Unnamed: 21,Unnamed: 24,QUARTERS,VILLAGES, UMUNNA (EXT. FAMILY),OKPARA
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUEZEANAGU,MKPIKAOGU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUEZEANAGU,UMULENZE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUOKPARASOAGU,UMUAKPARASOAGU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUOKPARASOAGU,UMU-MBAJI,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUOKPARASOAGU,UMU-IDI-OWELLE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUOKPARASOAGU,UMUODOGWU UDENWAYI,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMUOKPARASOAGU,UMU OKEREKE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,UMU-ILE-KPOROCHU,UMU-UMUKPOROCHU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUOGU,UMUOGU,AWOBI ODOGWU,AWOBI ODOGWU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUZU,UMUZU-OKIJA,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUZU,UMUZU-OKIJA,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UHUOWELLE,UMUZU,UMUZU-OKIJA,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,EZIKEOKWUNARA,IWENWANNE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,EZIKEOKWUNARA,ANYANMANE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,EZIKEOKWUNARA,UKWAMEBENA,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,EZIKEOKWUNARA,UMUEZENAMBA,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,UMUIDINWADIUGWU,EZIKEONUKPOSI,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,UMUIDINWADIUGWU,UDODIMMA,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,UMUIDINWADIUGWU,EKWULUETITI,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,UMUIDINWADIUGWU,UMUILONWAJI,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,UMUIDINWADIUGWU,UMUEZEOKORONKWO,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,EZIKEGESI,EZIKEGESI,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,NZERE,EZIKEODINAKA,UMUOBIAJULU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,EZIKEODINAKA,UMUOBIEFUNA,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,EZIKEODINAKA,UMUANYAOKU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,EZIKEODINAKA,UMUEZIKEAGWO,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,EZIKEODINAKA,UMUEZEIHEDUM,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,EZIKEODINAKA,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,UMUEZELIMPI,UMUONYECHE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,UMUEZELIMPI,UMUIGILIGIAKU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,UMUEZELIMPI,UMUMBAJIAKU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,UMUEZELIMPI,UMUIHEBUNIKE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,UMUEZEAHUNO,EZIKE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,UMUEZEAHUNO,ANURUGO,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,UMUEZEUKU,UMUZOBI,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,UMUEZEUKU,IUMUOBODOAGWU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,EZIKEPAJI,AKUBA,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UMUATUEGWU,EZEOBI,EZIKEPAJI,OKUOHIA,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UHUDIM,UHUDIM,DIM MUOGO,IHIESOGBO,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UHUDIM,UHUDIM,DIM MUOGO,ODINAKA,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UHUDIM,UHUDIM,DIM ONYEBIUKWU,UMUOKOYE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UHUDIM,UHUDIM,DIM ONYEBIUKWU,UMUMADUEKE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UHUDIM,UHUDIM,DIM IKENYEREM,UMUONUKWURU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UHUDIM,UHUDIM,DIM CHIJIUBA,UMUIHEKAIGBO,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UHUDIM,UHUDIM,DIM CHIJIUBA,UMUOKEMADU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UHUDIM,UHUDIM,DIM EZEUTOGU,UMUOBIDIONE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,UHUDIM,UHUDIM,DIM EZEUTOGU,UMUCHUKWUBE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,,,,,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,0HUKABIA,0HUKABIA,UMUAJURUONWU,UMUOGUNEDE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,0HUKABIA,0HUKABIA,UMUAJURUONWU,UMUOHANEHI,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,0HUKABIA,0HUKABIA,UMUAJURUONWU,UMUANYAMENE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,0HUKABIA,0HUKABIA,UMUAJURUONWU,UMUOBIMEJE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,0HUKABIA,0HUKABIA,UMUEZIKE OKEHI,UMUNNOSIKE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,0HUKABIA,0HUKABIA,UMUEZIKE OKEHI,UMUEZEONU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,0HUKABIA,0HUKABIA,UMUEZIKE OKEHI,UMUANASIUDU,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,0HUKABIA,0HUKABIA,UMUOHUBUIKE,UMUEZERIBE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,0HUKABIA,0HUKABIA,UMUOHUBUIKE,UMUIGBOKA ENYI,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA 2,OKIJA,UHU0B0 NA UHUOWELLE,UMUATUEGWU/UHUDIM/OHUKABIA,0HUKABIA,0HUKABIA,UMUOHUBUIKE,UMUONUZURUIKE,,,,,,,,,,,,,ANAMBRA,,,,,,,,,,,,,,,
